cutoff,combi.Subject,combi.Condition,combi.All,combi.High,combi.Low,combi.Incor,combi.Cor,combi.Low_Cor,combi.High_Cor,meta_I.Subject,meta_I.Condition,meta_I.ent_H2_r,meta_I.ent_H2_c_h,meta_I.ent_H2_c_l,meta_I.meta_I,meta_I.meta_Ir2
0,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
1,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
2,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
3,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
4,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
5,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
6,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
7,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
8,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
9,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
10,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
11,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
12,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
13,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
14,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
15,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
16,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
17,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
18,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
19,Human,4C,20,20,0,4,16,0,16,Human,4C,0.7219280948873623,0.7219280948873623,0,0,0
20,Human,4C,20,19,1,4,16,1,15,Human,4C,0.7219280948873623,0.7424875695421236,0,0.01656490382234499,0.022945365251271322
21,Human,4C,20,19,1,4,16,1,15,Human,4C,0.7219280948873623,0.7424875695421236,0,0.01656490382234499,0.022945365251271322
22,Human,4C,20,19,1,4,16,1,15,Human,4C,0.7219280948873623,0.7424875695421236,0,0.01656490382234499,0.022945365251271322
23,Human,4C,20,19,1,4,16,1,15,Human,4C,0.7219280948873623,0.7424875695421236,0,0.01656490382234499,0.022945365251271322
24,Human,4C,20,19,1,4,16,1,15,Human,4C,0.7219280948873623,0.7424875695421236,0,0.01656490382234499,0.022945365251271322
25,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
26,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
27,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
28,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
29,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
30,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
31,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
32,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
33,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
34,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
35,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
36,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
37,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
38,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
39,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
40,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
41,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
42,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
43,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
44,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
45,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
46,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
47,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
48,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
49,Human,4C,20,15,5,4,16,3,13,Human,4C,0.7219280948873623,0.5665095065529053,0.9709505944546686,0.05430831635901617,0.07522676668718585
50,Human,4C,20,11,9,4,16,6,10,Human,4C,0.7219280948873623,0.4394969869215134,0.9182958340544896,0.0669716267560096,0.09276772469487939
51,Human,4C,20,11,9,4,16,6,10,Human,4C,0.7219280948873623,0.4394969869215134,0.9182958340544896,0.0669716267560096,0.09276772469487939
52,Human,4C,20,11,9,4,16,6,10,Human,4C,0.7219280948873623,0.4394969869215134,0.9182958340544896,0.0669716267560096,0.09276772469487939
